,RA,Dec
0,181.2196408,-2.370657
1,181.2079393,-2.3653323
2,181.1967216,-2.3622656
3,181.1890539,-2.3643605
4,181.1866305,-2.3734723
5,181.1874347,-2.3857297
6,181.1959063,-2.3979083
7,181.2123702,-2.4018632
8,181.2231861,-2.3987205
9,181.2294825,-2.393722
10,181.230049,-2.3865452
11,181.2265799,-2.3798513
