,RA,Dec
0,215.1481339,3.9936967
1,215.1400997,4.0072612
2,215.1308418,4.0149303
3,215.1181307,4.0162575
4,215.1094377,4.0094679
5,215.1082162,4.0000134
6,215.1092278,3.9844431
7,215.116257,3.974326
8,215.130533,3.9637681
9,215.1449164,3.9611068
10,215.1551722,3.9636705
11,215.1604081,3.9725711
12,215.1573929,3.9829132
