,RA,Dec
0,33.9784207,-31.1753484
1,33.9684154,-31.1747453
2,33.9634718,-31.1771627
3,33.9597051,-31.1802848
4,33.9471081,-31.1927724
5,33.941337,-31.2057634
6,33.9394507,-31.2175462
7,33.9469865,-31.2258053
8,33.9579392,-31.2213746
9,33.9703034,-31.2118065
10,33.9754825,-31.2002243
11,33.9794835,-31.1907569
