,RA,Dec
0,181.148242,1.8114453
1,181.1421107,1.8164454
2,181.1327517,1.8159623
3,181.1312184,1.8091081
4,181.1306529,1.7976574
5,181.1370263,1.7918509
6,181.1460621,1.7877376
7,181.150177,1.7919306
8,181.1513879,1.8026554
