,RA,Dec
0,336.4372564,-31.1860295
1,336.4221512,-31.1818829
2,336.4047987,-31.1827262
3,336.3944729,-31.1885808
4,336.3887772,-31.1966503
5,336.3890836,-31.2079673
6,336.3988487,-31.2171022
7,336.4086397,-31.2184473
8,336.425487,-31.2162797
9,336.4373572,-31.2116015
10,336.4428807,-31.2025008
11,336.4461645,-31.195306
12,336.4446409,-31.186926
