,RA,Dec
0,220.2539793,-0.3062286
1,220.2319903,-0.2998295
2,220.2168935,-0.298353
3,220.2060632,-0.29983
4,220.2016329,-0.3096757
5,220.2024537,-0.3200136
6,220.2147612,-0.3277258
7,220.231171,-0.3329765
8,220.2454475,-0.3357657
9,220.259888,-0.3370781
10,220.2674362,-0.3323192
11,220.2672717,-0.3224736
12,220.2628409,-0.3167304
