,RA,Dec
0,170.3012817,3.2095461
1,170.2943979,3.2148184
2,170.2812733,3.2129779
3,170.2757518,3.2104198
4,170.2725515,3.2065038
5,170.2711933,3.1973145
6,170.2667948,3.1847686
7,170.2737594,3.1759008
8,170.2839233,3.1740652
9,170.2929656,3.177423
10,170.3004865,3.1854948
11,170.3029651,3.196522
