,RA,Dec
0,223.3972744,3.0867281
1,223.3872494,3.0911565
2,223.3755821,3.0906619
3,223.3704897,3.0831128
4,223.3721349,3.075237
5,223.3800249,3.0653934
6,223.3918569,3.0629345
7,223.399744,3.064905
8,223.4031921,3.0778685
