,RA,Dec
0,28.9388331,-29.9139657
1,28.9269815,-29.9081257
2,28.9135045,-29.906615
3,28.9024673,-29.9079231
4,28.8977029,-29.9120514
5,28.8958426,-29.9174893
6,28.8964223,-29.9230284
7,28.8992096,-29.929877
8,28.9095515,-29.9353165
9,28.9227998,-29.9373311
10,28.9336078,-29.9367263
11,28.9441826,-29.9336029
12,28.9460404,-29.9278622
13,28.9453414,-29.9208127
