,RA,Dec
0,330.5276152,-31.8577013
1,330.512747,-31.8491591
2,330.4951671,-31.8496382
3,330.4820283,-31.8515958
4,330.4777664,-31.8604529
5,330.4806482,-31.8729268
6,330.492229,-31.8839314
7,330.507105,-31.8883736
8,330.520441,-31.887398
9,330.5312678,-31.8818251
10,330.5334032,-31.8685346
