,RA,Dec
0,191.3049665,3.0795984
1,191.2849958,3.0905954
2,191.2608953,3.0935696
3,191.2462065,3.0912744
4,191.2402423,3.0793554
5,191.2381814,3.0621663
6,191.2361208,3.0445189
7,191.2381906,3.0291643
8,191.248521,3.0193121
9,191.2629798,3.0190861
10,191.276061,3.0213807
11,191.2953401,3.0184051
12,191.3100262,3.0289501
13,191.3162196,3.0461397
14,191.3120862,3.0566814
