,RA,Dec
0,188.617429,2.2141234
1,188.6036148,2.2180797
2,188.6007354,2.2177226
3,188.6007714,2.2130344
4,188.6036806,2.2078735
5,188.6124455,2.2046384
6,188.6202585,2.2014458
7,188.6246656,2.2030747
8,188.6252479,2.2073631
