,RA,Dec
0,215.1941573,3.3554212
1,215.1847727,3.3574025
2,215.176322,3.3553516
3,215.1722849,3.3504488
4,215.1703632,3.3402115
5,215.1720429,3.3361798
6,215.1771398,3.3333282
7,215.1875794,3.3342011
8,215.1949722,3.3392293
9,215.1962736,3.3476051
