"RA","Dec"
-12.5725275278902,-28.1704942702887
-12.5775078105572,-28.1800574966163
-12.575293673887,-28.1925544933737
-12.5650806083464,-28.2011334256808
-12.5565671087896,-28.2019911088936
-12.5512257841884,-28.1884126698231
-12.5481240720557,-28.1796917053919
-12.5540519465829,-28.1717270455198
-12.5658569462295,-28.1697127035734
