,RA,Dec
0,330.700477,-32.7899323
1,330.6871725,-32.782754
2,330.6709813,-32.7847718
3,330.6633842,-32.788404
4,330.6603021,-32.7984224
5,330.6626932,-32.8102301
6,330.667807,-32.8192403
7,330.6793397,-32.8221597
8,330.6883217,-32.8221323
9,330.6980669,-32.8181636
10,330.7056447,-32.8100989
11,330.7081342,-32.7995891
