,RA,Dec
0,187.7970752,0.6217994
1,187.789846,0.6292535
2,187.7820522,0.6346746
3,187.7729031,0.6356907
4,187.7701925,0.6295915
5,187.7695151,0.6205559
6,187.7718874,0.6100521
7,187.782844,0.5993227
8,187.7927839,0.5949182
9,187.8054344,0.5946928
10,187.8087098,0.6018085
11,187.805434,0.610844
