,RA,Dec
0,203.2880724,-1.0181231
1,203.2734026,-1.0151107
2,203.2610449,-1.0209382
3,203.2550175,-1.0305826
4,203.2509999,-1.0430396
5,203.2575321,-1.0538885
6,203.2736087,-1.0556954
7,203.2828519,-1.0508726
8,203.2907882,-1.041228
9,203.2918918,-1.0284698
