,RA,Dec
0,11.8809994,-31.4088836
1,11.8629465,-31.3992368
2,11.8462452,-31.3973635
3,11.8367446,-31.3986833
4,11.8342646,-31.4061451
5,11.8329122,-31.4139207
6,11.8403336,-31.4240021
7,11.8506252,-31.4371074
8,11.8605824,-31.4431559
9,11.8767857,-31.4451713
10,11.8865744,-31.4414261
11,11.8928172,-31.434369
12,11.8938261,-31.422273
