"RA","Dec"
166.470507498331,0.0124783462757882
166.45902824089,0.0167274076719794
166.461190107999,0.0261997737422114
166.4544837181,0.0343785220577805
166.45048925547,0.042206708140288
166.441773781426,0.0538553276910685
166.430811366593,0.0546994861708842
166.421315783794,0.0363145631430529
166.415814352488,0.0225296637774523
166.411176562749,0.00728818507477719
166.406862458954,-0.0102692771460613
166.403789138928,-0.0221678284118798
166.410474667849,-0.0365360054914895
166.413229976474,-0.0520574035665172
166.420853404936,-0.0690136162214086
166.430344661452,-0.0795859544528747
166.440771239519,-0.090274539304543
166.449842565121,-0.0998249858856678
166.461457330029,-0.106061322220389
166.476374915364,-0.115129299397963
166.49212353217,-0.122086880375997
166.502306445706,-0.129751482602572
166.504893977536,-0.123110579582758
166.492930532031,-0.110340163849387
166.48753325746,-0.0947833850798603
166.488032765305,-0.0855903901886406
166.489318204608,-0.0700217585901354
166.489127166637,-0.0640894473187009
166.504864463991,-0.0679178814465341
166.505861938814,-0.0573910284462711
166.503643415182,-0.0453164923022011
166.498077000741,-0.0347395907315784
166.493645465043,-0.0241697712262701
166.488678359267,-0.0163541935905879
166.481885088131,-0.00226150588850025
166.475085120146,0.00752439714027321
