,RA,Dec
0,226.0483513,1.2348943
1,226.0219259,1.2447403
2,226.0107648,1.2394893
3,226.0027222,1.2312847
4,226.0046918,1.2170086
5,226.0104363,1.2074912
6,226.0173298,1.1956765
7,226.0257004,1.1915741
8,226.0375178,1.1941995
9,226.0437548,1.1999426
10,226.051141,1.2109367
11,226.0527826,1.2229154
