,RA,Dec
0,220.0683957,-0.2713502
1,220.0621599,-0.2634737
2,220.0482116,-0.2608482
3,220.0357403,-0.2641302
4,220.0254022,-0.2731554
5,220.021628,-0.2862829
6,220.0234331,-0.3022001
7,220.034756,-0.3172968
8,220.0455865,-0.3182814
9,220.0551042,-0.3186095
10,220.0652782,-0.3085996
11,220.0710215,-0.2977693
12,220.0733187,-0.2848059
