,RA,Dec
0,225.3251176,1.7219558
1,225.3151313,1.7306095
2,225.2987086,1.7412609
3,225.277401,1.7379364
4,225.2640831,1.7306173
5,225.2603081,1.7144229
6,225.2645227,1.6946777
7,225.2769497,1.6795901
8,225.2911531,1.6716015
9,225.3091295,1.6653869
10,225.3233343,1.6695998
11,225.3308817,1.6784725
12,225.3331028,1.6895646
13,225.3282224,1.7050948
