,RA,Dec
0,181.17179,1.7996037
1,181.1693429,1.8058217
2,181.1643461,1.8090839
3,181.1557796,1.8088808
4,181.1493545,1.8066388
5,181.1503739,1.7998094
6,181.1470078,1.7890051
7,181.1456812,1.7764677
8,181.153737,1.7665798
9,181.1592436,1.7620944
10,181.1680137,1.7610743
11,181.1715833,1.7642338
12,181.1756641,1.7850273
13,181.1736251,1.7924684
