,RA,Dec
0,215.102958,3.9917164
1,215.0913476,3.992126
2,215.0769809,3.9925336
3,215.0763997,3.9863673
4,215.0893465,3.9857088
5,215.1022106,3.9836335
6,215.1058827,3.9893851
