,RA,Dec
0,181.1393138,1.9126866
1,181.1244785,1.9204461
2,181.10326,1.9233785
3,181.082041,1.9176901
4,181.0741052,1.9071736
5,181.0756573,1.8933808
6,181.0839372,1.87976
7,181.104465,1.8711384
8,181.1256831,1.8694129
9,181.1381037,1.873205
10,181.151042,1.8783762
11,181.1524229,1.8911344
12,181.1510436,1.9026859
