,RA,Dec
0,17.7668842,-30.4279638
1,17.7581248,-30.4255477
2,17.7483145,-30.4266556
3,17.7366353,-30.4282662
4,17.7320786,-30.4365236
5,17.7337121,-30.4450839
6,17.7434068,-30.4511271
7,17.7560232,-30.45153
8,17.7689897,-30.4490111
9,17.7741279,-30.4409538
10,17.7737756,-30.4315882
