,RA,Dec
0,35.2970207,-33.7043758
1,35.2864888,-33.6980321
2,35.2693003,-33.7029657
3,35.2604616,-33.7128333
4,35.2547665,-33.7305559
5,35.2585182,-33.7387138
6,35.2747454,-33.7415358
7,35.2841913,-33.7378101
8,35.2989633,-33.7295514
9,35.3006559,-33.7192795
