,RA,Dec
0,337.3465188,-35.4608998
1,337.3381988,-35.4571093
2,337.3261134,-35.4575932
3,337.3169417,-35.4633565
4,337.3166337,-35.4736446
5,337.3239039,-35.4836125
6,337.3347574,-35.4882767
7,337.3453914,-35.4855929
8,337.3507632,-35.4779312
9,337.3516131,-35.4685228
