,RA,Dec
0,52.0473197,-32.2685474
1,52.0292745,-32.2626463
2,52.0147862,-32.2658756
3,52.0030606,-32.2774568
4,52.0058221,-32.2978386
5,52.0124086,-32.3063039
6,52.032438,-32.3104253
7,52.047327,-32.3024048
8,52.052463,-32.2920462
9,52.0458737,-32.2829148
