,RA,Dec
0,356.4653413,-29.5038219
1,356.4565667,-29.499404
2,356.4440692,-29.5010065
3,356.4349396,-29.5080497
4,356.4261381,-29.5200893
5,356.425778,-29.5331683
6,356.4359087,-29.5355325
7,356.4487447,-29.5364294
8,356.4582104,-29.5317371
9,356.4648111,-29.5216036
10,356.4676933,-29.5130828
