,RA,Dec
0,170.3131747,3.2702093
1,170.3021666,3.2757017
2,170.2807865,3.2803465
3,170.2409919,3.2805483
4,170.2230008,3.2771623
5,170.2109407,3.2602528
6,170.2107357,3.2386976
7,170.2158233,3.2135515
8,170.2312785,3.198763
9,170.2460943,3.1983441
10,170.2611201,3.2048988
11,170.2854601,3.2072287
12,170.3100125,3.2068109
13,170.3286368,3.2156899
14,170.3341378,3.228159
15,170.3387908,3.2486584
16,170.3267232,3.262604
