,RA,Dec
0,187.2732973,3.5990805
1,187.2575681,3.6084192
2,187.2405313,3.6061722
3,187.2249931,3.6014963
4,187.2146997,3.5889739
5,187.2075905,3.5723416
6,187.2135869,3.5544054
7,187.22239,3.5405808
8,187.2412992,3.5374097
9,187.2615172,3.5402179
10,187.2712501,3.5490026
11,187.2798594,3.5598423
12,187.2800421,3.5789017
