,RA,Dec
0,41.646994,-30.2218058
1,41.5924458,-30.2081287
2,41.5518946,-30.1944319
3,41.5080886,-30.1867637
4,41.483382,-30.1940003
5,41.4740354,-30.2189698
6,41.4795915,-30.2592579
7,41.5047444,-30.305197
8,41.5411287,-30.3374378
9,41.6125477,-30.3523402
10,41.6694874,-30.3398225
11,41.6853129,-30.3011376
12,41.676872,-30.2608609
